Number,Serie,Test,H1/3 deep,Hmo deep,T1/3 deep,Tp deep,"Tm0,2 deep","Tm-1,0 deep",Lp deep,shallow 1 deep 3,beta,H1/3 toe,Hmo toe,T1/3 toe,Tp toe,"Tm0,2 toe","Tm-1,0 toe",Lp toe,shallow 1 deep 3,H1/3 trans,Hmo trans,Hmo trans at Lp toe,Kt,kr,hdeep,h,ht,hb,hc,Rc,Ac,m,toe1 or berm2,Wb,Wh,Wt,Dn50 A,tA,Dn50 F,tF,Dn50 C,tC,p,P,Gc,B,cot_ d f,cot_ incl f,cot_ excl f,cot_ u f,cot_ u b,_f,"s-1,0",Hm0/Dn50,Rc/Hmo,B/Hmo,
44,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.867,0.910,0.722,0.827,1.263,1,0.000,0.057,0.057,0.708,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.075,0.721,-1.500,5.000,
45,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.122,1.238,1.300,1.032,1.182,2.244,1,0.000,0.087,0.087,0.710,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.056,1.099,-0.984,3.279,
46,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.153,1.476,1.550,1.230,1.409,3.129,1,0.000,0.125,0.125,0.815,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.049,1.378,-1.765,2.614,
47,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.152,1.476,1.550,1.230,1.409,3.129,1,0.000,0.124,0.124,0.815,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.049,1.369,-1.776,2.632,
48,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.148,1.457,1.530,1.214,1.391,2.797,1,0.000,0.098,0.098,0.662,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.049,1.333,-0.811,2.703,
49,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,1.381,1.450,1.151,1.318,3.006,1,0.000,0.079,0.079,0.825,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.035,0.865,-4.375,4.167,
50,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,1.381,1.450,1.151,1.318,3.006,1,0.000,0.077,0.077,0.807,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.035,0.856,-4.421,4.211,
51,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.171,1.876,1.970,1.563,1.791,4.279,1,0.000,0.139,0.139,0.810,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.034,1.541,-1.579,2.339,
52,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,1.876,1.970,1.563,1.791,4.279,1,0.000,0.138,0.138,0.814,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.034,1.532,-1.588,2.353,
53,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.153,1.790,1.880,1.492,1.709,4.369,1,0.000,0.126,0.126,0.823,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.034,1.378,-2.745,2.614,
54,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.153,1.790,1.880,1.492,1.709,4.369,1,0.000,0.126,0.126,0.826,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.034,1.378,-2.745,2.614,
55,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.151,1.790,1.880,1.492,1.709,4.369,1,0.000,0.116,0.116,0.769,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.033,1.360,-2.781,2.649,
56,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,2.124,2.230,1.770,2.027,4.397,1,0.000,0.106,0.106,0.735,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.022,1.297,-0.833,2.778,
57,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,2.238,2.350,1.865,2.136,4.664,1,0.000,0.108,0.108,0.685,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.022,1.423,-0.759,2.532,
58,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,2.019,2.120,1.683,1.927,4.151,1,0.000,0.104,0.104,0.842,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.021,1.108,-0.976,3.252,
59,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.122,2.019,2.120,1.683,1.927,4.151,1,0.000,0.097,0.097,0.798,0.000,0.000,0.450,0.450,0.000,0.330,-0.120,-0.120,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.021,1.099,-0.984,3.279,
60,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.126,2.514,2.640,2.095,2.400,6.030,1,0.000,0.101,0.101,0.804,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.014,1.135,-2.143,3.175,
61,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,2.514,2.640,2.095,2.400,6.030,1,0.000,0.097,0.097,0.777,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.014,1.126,-2.160,3.200,
62,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,2.324,2.440,1.937,2.218,6.053,1,0.000,0.079,0.079,0.803,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.013,0.883,-4.286,4.082,
63,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,2.343,2.460,1.952,2.236,6.112,1,0.000,0.083,0.083,0.843,0.000,0.000,0.750,0.750,0.000,0.330,-0.420,-0.420,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.013,0.892,-4.242,4.040,
64,Seelig (1980),bw 5 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.131,2.705,2.840,2.254,2.582,6.541,1,0.000,0.093,0.093,0.713,0.000,0.000,0.600,0.600,0.000,0.330,-0.270,-0.270,15.000,2,0.000,0.000,0.000,0.111,0.200,0.000,0.000,0.029,0.130,0.261,0.500,0.400,0.400,1.500,1.500,1.500,1.500,1.500,0.400,0.013,1.180,-2.061,3.053,
65,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.122,1.086,1.140,0.905,1.036,1.945,1,0.000,0.023,0.023,0.190,0.000,0.000,0.600,0.600,0.000,0.660,0.060,0.060,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.073,0.758,0.492,2.459,
66,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,1.276,1.340,1.063,1.218,2.646,1,0.000,0.065,0.065,0.408,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.069,0.994,-0.563,1.875,
67,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,1.295,1.360,1.079,1.236,2.390,1,0.000,0.010,0.010,0.062,0.000,0.000,0.450,0.450,0.000,0.660,0.210,0.210,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.066,0.981,1.329,1.899,
68,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.162,1.381,1.450,1.151,1.318,3.006,1,0.000,0.072,0.072,0.447,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.060,1.006,-0.556,1.852,
69,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,1.276,1.340,1.063,1.218,2.646,1,0.000,0.060,0.060,0.458,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.056,0.807,-0.692,2.308,
70,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.162,1.438,1.510,1.198,1.373,3.017,1,0.000,0.031,0.031,0.191,0.000,0.000,0.600,0.600,0.000,0.660,0.060,0.060,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.055,1.006,0.370,1.852,
71,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,1.267,1.330,1.056,1.209,2.613,1,0.000,0.051,0.051,0.405,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.055,0.776,-0.720,2.400,
72,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169,1.562,1.640,1.302,1.491,3.381,1,0.000,0.036,0.036,0.215,0.000,0.000,0.600,0.600,0.000,0.660,0.060,0.060,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.049,1.050,0.355,1.775,
73,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,1.467,1.540,1.222,1.400,3.101,1,0.000,0.033,0.033,0.229,0.000,0.000,0.600,0.600,0.000,0.660,0.060,0.060,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.048,0.907,0.411,2.055,
74,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.161,1.590,1.670,1.325,1.518,3.125,1,0.000,0.013,0.013,0.082,0.000,0.000,0.450,0.450,0.000,0.660,0.210,0.210,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.045,1.000,1.304,1.863,
75,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.170,1.638,1.720,1.365,1.564,3.871,1,0.000,0.071,0.071,0.418,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.045,1.056,-0.529,1.765,
76,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.154,2.105,2.210,1.754,2.009,4.353,1,0.000,0.014,0.014,0.090,0.000,0.000,0.450,0.450,0.000,0.660,0.210,0.210,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.024,0.957,1.364,1.948,
77,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,1.905,2.000,1.587,1.818,4.737,1,0.000,0.052,0.052,0.475,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.021,0.683,-0.818,2.727,
78,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,2.105,2.210,1.754,2.009,4.353,1,0.000,0.012,0.012,0.098,0.000,0.000,0.450,0.450,0.000,0.660,0.210,0.210,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.020,0.776,1.680,2.400,
79,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,2.514,2.640,2.095,2.400,6.638,1,0.000,0.057,0.057,0.552,0.000,0.000,0.750,0.750,0.000,0.660,-0.090,-0.090,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.011,0.640,-0.874,2.913,
80,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,3.086,3.240,2.571,2.945,7.554,1,0.000,0.041,0.041,0.286,0.000,0.000,0.600,0.600,0.000,0.660,0.060,0.060,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.011,0.894,0.417,2.083,
81,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,3.295,3.460,2.746,3.145,7.082,1,0.000,0.015,0.015,0.126,0.000,0.000,0.450,0.450,0.000,0.660,0.210,0.210,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.008,0.764,1.707,2.439,
82,Seelig (1980),bw 10 rocks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,3.162,3.320,2.635,3.018,7.755,1,0.000,0.030,0.030,0.268,0.000,0.000,0.600,0.600,0.000,0.660,0.060,0.060,15.000,2,0.000,0.000,0.000,0.161,0.161,0.000,0.000,0.029,0.499,0.000,0.100,0.300,0.300,1.500,1.500,1.500,1.500,1.500,0.900,0.008,0.696,0.536,2.679,
83,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.163,0.161,1.717,1.802,1.430,1.639,3.095,1,0.062,0.062,0.062,0.385,0.000,0.000,0.350,0.280,0.000,0.430,0.080,0.080,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.038,4.025,0.497,0.994,
84,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.132,1.617,1.698,1.347,1.543,2.887,1,0.037,0.037,0.037,0.280,0.000,0.000,0.350,0.280,0.000,0.430,0.080,0.080,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.035,3.300,0.606,1.212,
85,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.105,1.441,1.513,1.201,1.375,2.513,1,0.015,0.015,0.015,0.143,0.000,0.000,0.350,0.280,0.000,0.430,0.080,0.080,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,2.625,0.762,1.524,
86,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.079,1.248,1.310,1.040,1.191,2.094,1,0.010,0.010,0.010,0.127,0.000,0.000,0.350,0.280,0.000,0.430,0.080,0.080,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,1.975,1.013,2.025,
87,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.148,0.147,1.687,1.771,1.406,1.610,2.877,1,0.030,0.030,0.030,0.204,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,3.675,0.823,1.088,
88,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,0.145,1.675,1.759,1.396,1.599,2.855,1,0.026,0.026,0.026,0.179,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,3.625,0.834,1.103,
89,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.124,1.562,1.641,1.302,1.491,2.634,1,0.015,0.015,0.015,0.121,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,3.100,0.976,1.290,
90,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.124,1.562,1.641,1.302,1.491,2.634,1,0.014,0.014,0.014,0.113,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,3.100,0.976,1.290,
91,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.092,1.351,1.419,1.126,1.290,2.214,1,0.009,0.009,0.009,0.098,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.035,2.300,1.315,1.739,
92,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.096,1.380,1.449,1.150,1.317,2.270,1,0.007,0.007,0.007,0.073,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.035,2.400,1.260,1.667,
93,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.073,1.185,1.244,0.987,1.131,1.873,1,0.005,0.005,0.005,0.068,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.037,1.825,1.658,2.192,
94,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.049,0.971,1.019,0.809,0.926,1.422,1,0.003,0.003,0.003,0.070,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.037,1.225,2.469,3.265,
95,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.132,0.131,1.593,1.673,1.327,1.521,2.568,1,0.013,0.013,0.013,0.101,0.000,0.000,0.276,0.206,0.000,0.430,0.154,0.154,1000.000,2,0.000,0.000,0.056,0.051,0.000,0.033,0.000,0.010,0.000,0.196,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,2.573,1.176,1.221,
96,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.115,1.500,1.575,1.250,1.432,2.395,1,0.018,0.018,0.018,0.153,0.000,0.000,0.276,0.206,0.000,0.430,0.154,0.154,1000.000,2,0.000,0.000,0.056,0.051,0.000,0.033,0.000,0.010,0.000,0.196,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,2.259,1.339,1.391,
97,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.093,1.366,1.434,1.138,1.303,2.145,1,0.005,0.005,0.005,0.057,0.000,0.000,0.276,0.206,0.000,0.430,0.154,0.154,1000.000,2,0.000,0.000,0.056,0.051,0.000,0.033,0.000,0.010,0.000,0.196,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.035,1.827,1.656,1.720,
98,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.066,1.135,1.192,0.946,1.083,1.703,1,0.003,0.003,0.003,0.051,0.000,0.000,0.276,0.206,0.000,0.430,0.154,0.154,1000.000,2,0.000,0.000,0.056,0.051,0.000,0.033,0.000,0.010,0.000,0.196,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.036,1.296,2.333,2.424,
99,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.049,0.971,1.019,0.809,0.926,1.378,1,0.002,0.002,0.002,0.050,0.000,0.000,0.276,0.206,0.000,0.430,0.154,0.154,1000.000,2,0.000,0.000,0.056,0.051,0.000,0.033,0.000,0.010,0.000,0.196,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.037,0.963,3.143,3.265,
100,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.127,3.019,3.170,2.516,2.882,5.402,1,0.029,0.029,0.029,0.225,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.010,3.175,0.953,1.260,
101,Allsop (1983),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.119,3.019,3.170,2.516,2.882,5.402,1,0.023,0.023,0.023,0.196,0.000,0.000,0.309,0.239,0.000,0.430,0.121,0.121,1000.000,2,0.000,0.000,0.056,0.040,0.000,0.033,0.000,0.010,0.000,0.250,0.400,0.160,0.160,2.000,2.000,2.000,2.000,2.000,0.450,0.009,2.975,1.017,1.345,
